OPP-00051,1,21,17,2024-11-19,2025-05-10,Qualification,90,26739,0.03
OPP-00052,12,15,18,2024-05-25,2024-11-15,Negotiation,50,5957,0.16
OPP-00053,2,56,10,2023-11-16,2023-12-09,Qualification,50,44520,0.13
OPP-00054,14,75,3,2024-02-03,2024-04-18,Negotiation,25,16664,0.06
OPP-00055,8,40,6,2023-03-03,2023-08-23,Closed Won,100,31792,0.1
OPP-00056,2,85,6,2023-10-20,2024-01-01,Prospecting,10,71532,0.15
OPP-00057,13,95,20,2023-09-25,2023-10-08,Qualification,10,23020,0.11
OPP-00058,10,49,8,2023-04-07,2023-09-30,Proposal,10,48167,0.05
OPP-00059,12,10,20,2023-01-08,2023-04-01,Qualification,90,5755,0.07
OPP-00060,7,67,11,2024-04-20,2024-08-11,Closed Lost,0,87550,0.2
OPP-00061,6,95,16,2024-07-05,2024-10-03,Negotiation,90,29604,0.14
OPP-00062,14,30,15,2023-08-29,2024-01-23,Proposal,10,56862,0.11
OPP-00063,2,33,18,2024-02-13,2024-08-05,Closed Lost,0,3404,0.18
OPP-00064,15,32,14,2023-02-05,2023-04-18,Qualification,25,18186,0.14
OPP-00065,15,45,20,2024-10-03,2025-01-17,Closed Lost,0,40285,0.06
OPP-00066,4,49,4,2023-08-02,2023-10-04,Qualification,50,16352,0.17
OPP-00067,15,32,9,2023-10-25,2024-03-08,Qualification,90,31596,0.19
OPP-00068,2,5,1,2023-09-30,2023-11-25,Proposal,10,82480,0.07
OPP-00069,11,100,8,2023-04-19,2023-10-11,Negotiation,10,13762,0.08
OPP-00070,6,19,12,2024-07-22,2024-08-24,Proposal,75,39132,0.19
OPP-00071,13,54,14,2024-08-04,2024-11-16,Qualification,10,24248,0.11
OPP-00072,4,38,1,2024-01-30,2024-03-24,Proposal,90,65984,0.08
OPP-00073,8,10,6,2023-11-04,2023-12-04,Qualification,75,39740,0.07
OPP-00074,6,36,15,2024-07-05,2024-09-15,Prospecting,50,28431,0.14
OPP-00075,1,84,3,2023-10-28,2024-03-27,Qualification,25,4166,0.02
OPP-00076,4,39,3,2024-07-26,2024-10-31,Prospecting,25,4166,0.03
OPP-00077,3,55,4,2024-10-30,2024-12-27,Closed Lost,0,32704,0.13
OPP-00078,1,72,19,2023-05-29,2023-06-09,Negotiation,25,8676,0.08
OPP-00079,12,42,4,2024-04-11,2024-07-10,Qualification,75,16352,0.14
OPP-00080,1,2,17,2023-11-09,2024-04-29,Closed Won,100,20797,0.16
OPP-00081,5,91,20,2023-11-24,2024-02-24,Proposal,75,5755,0.01
OPP-00082,14,60,5,2024-04-25,2024-07-06,Qualification,25,18865,0.13
OPP-00083,8,25,2,2024-06-01,2024-07-09,Prospecting,75,19332,0.05
OPP-00084,9,77,15,2024-08-11,2024-10-14,Prospecting,75,18954,0.01
OPP-00085,9,35,9,2023-06-17,2023-09-27,Prospecting,50,15798,0.09
OPP-00086,2,13,19,2024-07-26,2024-09-26,Qualification,75,78084,0.07
OPP-00087,5,89,8,2023-03-12,2023-03-27,Proposal,75,68810,0.15
OPP-00088,6,79,8,2023-04-13,2023-10-05,Negotiation,90,41286,0.12
OPP-00089,3,60,2,2023-04-18,2023-08-28,Negotiation,50,77328,0.04
OPP-00090,10,17,19,2024-09-08,2024-12-17,Proposal,50,43380,0.14
OPP-00091,9,51,8,2023-09-16,2023-09-29,Closed Won,100,55048,0.02
OPP-00092,10,75,14,2023-06-19,2023-10-12,Qualification,10,36372,0.14
OPP-00093,14,38,1,2024-07-18,2024-10-17,Prospecting,90,82480,0.06
OPP-00094,11,55,20,2024-08-27,2024-12-18,Closed Won,100,46040,0.16
OPP-00095,1,40,4,2024-06-30,2024-08-27,Negotiation,75,40880,0.16
OPP-00096,7,33,18,2023-12-30,2024-05-14,Closed Lost,0,2553,0.14
OPP-00097,6,38,6,2023-09-29,2024-02-19,Prospecting,75,31792,0.19
OPP-00098,2,31,10,2023-09-09,2023-10-25,Qualification,90,7420,0.2
OPP-00099,1,61,15,2024-04-10,2024-09-03,Proposal,50,94770,0.05
OPP-00100,15,64,20,2023-08-22,2024-01-10,Qualification,90,28775,0.09
OPP-00101,15,4,2,2024-10-01,2025-03-17,Qualification,75,38664,0.07
OPP-00102,2,91,7,2024-11-04,2025-02-14,Closed Won,100,24664,0.09
OPP-00103,14,52,19,2024-05-12,2024-06-10,Proposal,25,69408,0.07
OPP-00104,2,17,1,2024-03-14,2024-08-12,Proposal,75,24744,0.18
OPP-00105,14,94,15,2023-06-20,2023-08-19,Closed Won,100,56862,0.11
OPP-00106,5,14,6,2024-07-24,2024-09-14,Qualification,10,39740,0.0
OPP-00107,12,4,1,2023-03-17,2023-07-24,Closed Won,100,74232,0.05
OPP-00108,15,99,15,2024-10-30,2025-04-07,Qualification,25,56862,0.0
OPP-00109,10,81,17,2024-03-10,2024-05-22,Proposal,90,5942,0.05
OPP-00110,12,11,12,2023-03-29,2023-05-09,Prospecting,50,68481,0.15
OPP-00111,1,80,20,2023-09-21,2024-03-04,Negotiation,90,34530,0.19
OPP-00112,13,65,19,2024-02-28,2024-04-30,Qualification,10,78084,0.05
OPP-00113,3,16,2,2024-07-22,2025-01-15,Negotiation,25,96660,0.19
OPP-00114,10,34,11,2023-05-20,2023-08-17,Proposal,10,70040,0.09
OPP-00115,1,73,1,2023-02-22,2023-03-12,Qualification,10,74232,0.12
OPP-00116,3,53,20,2023-05-11,2023-10-30,Proposal,75,5755,0.19
OPP-00117,7,24,16,2023-11-24,2024-04-25,Qualification,50,34538,0.11
OPP-00118,3,26,10,2024-07-25,2024-08-14,Qualification,10,29680,0.13
OPP-00119,8,66,10,2023-06-19,2023-09-23,Closed Won,100,29680,0.04
OPP-00120,13,60,19,2023-02-24,2023-05-30,Prospecting,75,34704,0.08
OPP-00121,9,37,6,2023-11-14,2023-12-02,Proposal,25,31792,0.03
OPP-00122,11,73,3,2023-02-14,2023-07-01,Proposal,10,37494,0.1
OPP-00123,1,50,18,2024-01-28,2024-03-31,Proposal,90,3404,0.02
OPP-00124,8,6,16,2024-03-17,2024-07-23,Qualification,50,9868,0.18
OPP-00125,1,50,6,2024-02-10,2024-03-19,Proposal,50,71532,0.19
OPP-00126,7,77,4,2023-07-24,2023-09-23,Prospecting,75,57232,0.02
OPP-00127,7,49,3,2023-03-02,2023-07-10,Closed Won,100,20830,0.17
OPP-00128,6,36,10,2024-11-02,2025-04-15,Closed Won,100,74200,0.03
OPP-00129,1,82,19,2023-05-07,2023-07-04,Negotiation,50,8676,0.17
OPP-00130,7,98,20,2024-08-14,2025-01-25,Prospecting,75,17265,0.17
OPP-00131,12,8,3,2024-07-09,2024-10-04,Proposal,50,41660,0.07
OPP-00132,2,32,17,2023-10-11,2024-01-30,Qualification,90,17826,0.14
OPP-00133,4,10,18,2024-11-04,2025-01-07,Negotiation,25,6808,0.05
OPP-00134,10,45,6,2024-11-26,2025-03-11,Closed Won,100,23844,0.05
OPP-00135,4,7,11,2024-10-02,2025-03-04,Prospecting,75,78795,0.13
OPP-00136,8,98,1,2023-06-15,2023-11-25,Prospecting,50,57736,0.17
OPP-00137,15,47,6,2024-07-19,2024-11-09,Prospecting,10,39740,0.02
OPP-00138,7,27,6,2024-05-07,2024-08-02,Closed Won,100,63584,0.2
OPP-00139,4,78,1,2024-03-18,2024-06-09,Qualification,10,32992,0.01
OPP-00140,6,7,3,2023-11-30,2024-03-17,Prospecting,90,37494,0.1
OPP-00141,15,56,7,2023-08-29,2023-12-20,Qualification,75,24664,0.15
OPP-00142,6,25,10,2024-03-25,2024-06-23,Qualification,25,74200,0.13
OPP-00143,11,8,9,2023-06-02,2023-07-18,Negotiation,25,31596,0.02
OPP-00144,1,17,5,2023-04-28,2023-08-13,Negotiation,10,16170,0.02
OPP-00145,10,73,18,2023-02-16,2023-02-27,Qualification,75,2553,0.19
OPP-00146,13,17,14,2023-08-01,2023-09-20,Closed Lost,0,12124,0.2
OPP-00147,7,79,16,2023-10-07,2024-02-19,Negotiation,50,29604,0.19
OPP-00148,9,82,10,2023-09-03,2023-10-27,Prospecting,75,51940,0.13
OPP-00149,5,20,1,2023-03-13,2023-03-31,Qualification,75,74232,0.11
OPP-00150,6,87,7,2023-09-24,2024-03-11,Prospecting,75,36996,0.05
OPP-00151,2,52,2,2023-08-03,2023-10-20,Prospecting,25,86994,0.02
OPP-00152,5,21,6,2023-06-14,2023-09-26,Negotiation,90,31792,0.03
OPP-00153,1,96,11,2023-03-31,2023-09-09,Closed Won,100,78795,0.06
OPP-00154,12,65,9,2023-03-11,2023-08-16,Prospecting,90,39495,0.2
OPP-00155,9,76,11,2023-10-25,2024-03-01,Qualification,25,87550,0.12
OPP-00156,1,27,8,2023-08-21,2023-10-31,Proposal,25,13762,0.08
OPP-00157,9,2,13,2024-11-05,2025-02-23,Closed Won,100,3151,0.13
OPP-00158,3,52,7,2024-06-08,2024-08-07,Negotiation,10,12332,0.02
OPP-00159,8,72,1,2023-07-30,2023-09-11,Closed Won,100,8248,0.18
OPP-00160,15,61,15,2024-01-02,2024-03-20,Closed Won,100,94770,0.19
OPP-00161,5,43,2,2023-04-15,2023-09-23,Proposal,50,38664,0.13
OPP-00162,9,44,8,2024-03-14,2024-04-26,Closed Lost,0,20643,0.0
OPP-00163,13,56,3,2024-06-10,2024-06-27,Prospecting,75,12498,0.19
OPP-00164,8,79,6,2024-07-14,2024-11-02,Proposal,50,23844,0.16
OPP-00165,2,55,3,2023-08-04,2023-10-23,Qualification,50,12498,0.03
OPP-00166,8,73,8,2023-06-28,2023-08-29,Qualification,90,61929,0.18
OPP-00167,2,14,3,2024-09-02,2025-01-07,Qualification,90,8332,0.0
OPP-00168,11,36,5,2024-03-25,2024-07-31,Qualification,75,8085,0.12
OPP-00169,14,37,19,2023-09-21,2023-10-25,Proposal,25,69408,0.14
OPP-00170,12,90,16,2023-04-15,2023-08-31,Prospecting,90,39472,0.12
OPP-00171,14,23,18,2023-04-23,2023-07-02,Qualification,25,851,0.08
OPP-00172,11,6,8,2023-11-01,2024-01-01,Prospecting,25,20643,0.18
OPP-00173,4,87,6,2023-03-01,2023-06-06,Closed Won,100,55636,0.14
OPP-00174,3,50,2,2024-04-07,2024-07-31,Closed Won,100,86994,0.12
OPP-00175,9,60,20,2024-04-25,2024-08-29,Negotiation,10,28775,0.18
OPP-00176,6,66,9,2023-06-17,2023-06-28,Prospecting,75,71091,0.17
OPP-00177,1,6,11,2023-03-17,2023-04-09,Negotiation,10,26265,0.15
OPP-00178,1,47,6,2023-04-19,2023-10-07,Qualification,25,15896,0.02
OPP-00179,1,25,16,2024-05-25,2024-08-12,Qualification,75,34538,0.0
OPP-00180,10,73,3,2023-03-22,2023-08-22,Closed Won,100,37494,0.09
OPP-00181,14,62,5,2024-05-01,2024-07-12,Proposal,50,26950,0.18
OPP-00182,7,95,12,2023-02-24,2023-06-21,Prospecting,90,68481,0.11
OPP-00183,15,10,14,2024-06-20,2024-12-03,Qualification,75,30310,0.12
OPP-00184,3,59,16,2024-10-17,2024-11-07,Proposal,75,19736,0.05
OPP-00185,1,81,8,2023-07-22,2023-08-14,Closed Won,100,27524,0.1
OPP-00186,2,73,6,2023-09-16,2024-01-20,Negotiation,90,63584,0.01
OPP-00187,9,68,19,2023-11-21,2023-12-10,Closed Won,100,8676,0.11
OPP-00188,2,1,12,2024-04-11,2024-04-21,Negotiation,10,58698,0.02
OPP-00189,15,12,14,2024-06-30,2024-10-12,Negotiation,90,48496,0.16
OPP-00190,6,12,5,2023-08-25,2023-09-15,Closed Won,100,24255,0.2
OPP-00191,9,44,19,2023-07-16,2023-11-06,Proposal,10,69408,0.17
OPP-00192,12,58,16,2024-07-04,2024-10-23,Closed Lost,0,4934,0.19
OPP-00193,15,90,13,2023-03-22,2023-04-26,Prospecting,25,25208,0.2
OPP-00194,5,77,3,2023-02-12,2023-06-09,Closed Won,100,37494,0.07
OPP-00195,7,81,7,2024-08-11,2024-12-01,Proposal,90,18498,0.03
OPP-00196,3,14,18,2024-06-24,2024-08-16,Prospecting,50,2553,0.18
OPP-00197,3,22,8,2024-02-23,2024-06-07,Prospecting,10,6881,0.09
OPP-00198,2,12,3,2023-07-04,2023-10-22,Qualification,75,4166,0.09
OPP-00199,4,97,10,2024-07-15,2024-09-23,Qualification,75,22260,0.19
OPP-00200,5,64,14,2023-07-14,2023-10-02,Proposal,90,42434,0.19
OPP-00201,6,64,5,2023-07-23,2023-12-19,Negotiation,10,26950,0.16
OPP-00202,6,100,17,2024-05-02,2024-05-27,Closed Won,100,8913,0.17
OPP-00203,7,3,4,2023-01-23,2023-05-10,Closed Won,100,73584,0.16
OPP-00204,5,76,12,2024-04-18,2024-05-13,Proposal,75,78264,0.08
OPP-00205,6,40,20,2023-06-08,2023-10-05,Proposal,75,11510,0.01
OPP-00206,6,30,18,2024-10-17,2025-03-30,Closed Won,100,4255,0.2
OPP-00207,7,39,9,2023-09-20,2024-02-29,Closed Lost,0,23697,0.15
OPP-00208,5,14,9,2023-12-29,2024-05-14,Qualification,10,31596,0.06
OPP-00209,14,14,8,2024-06-19,2024-10-04,Closed Won,100,61929,0.19
OPP-00210,2,85,13,2023-11-19,2024-03-13,Proposal,50,22057,0.0
OPP-00211,10,66,3,2024-04-27,2024-10-04,Proposal,90,20830,0.12
OPP-00212,10,44,14,2024-02-09,2024-04-16,Closed Won,100,60620,0.18
OPP-00213,9,55,7,2023-05-27,2023-09-11,Proposal,50,43162,0.02
OPP-00214,7,49,1,2023-03-01,2023-07-25,Negotiation,10,24744,0.12
OPP-00215,14,88,10,2024-10-06,2024-11-17,Proposal,50,22260,0.11
OPP-00216,12,43,12,2023-04-07,2023-08-28,Prospecting,25,39132,0.04
OPP-00217,1,75,19,2024-08-05,2024-11-15,Closed Won,100,52056,0.18
OPP-00218,9,58,5,2023-01-09,2023-01-23,Qualification,75,8085,0.06
OPP-00219,3,59,8,2024-10-10,2025-02-11,Qualification,50,41286,0.14
OPP-00220,6,68,16,2023-11-27,2023-12-07,Proposal,25,39472,0.08
OPP-00221,13,97,14,2024-10-31,2024-12-18,Proposal,75,48496,0.15
OPP-00222,2,33,2,2023-10-22,2024-03-21,Closed Won,100,28998,0.01
OPP-00223,11,3,11,2024-08-19,2024-10-30,Qualification,10,70040,0.02
OPP-00224,5,48,10,2024-11-29,2024-12-25,Closed Won,100,44520,0.16
OPP-00225,12,28,6,2023-09-02,2024-01-10,Closed Won,100,47688,0.0
OPP-00226,6,54,4,2023-04-27,2023-09-22,Qualification,10,49056,0.01
OPP-00227,4,69,5,2023-12-06,2024-04-27,Closed Won,100,18865,0.13
OPP-00228,15,10,18,2023-10-26,2023-11-29,Qualification,10,1702,0.06
OPP-00229,8,3,19,2024-07-11,2024-10-12,Qualification,90,78084,0.18
OPP-00230,10,66,16,2023-12-08,2024-05-18,Qualification,25,19736,0.02
OPP-00231,2,37,9,2023-04-26,2023-07-18,Closed Lost,0,23697,0.01
OPP-00232,13,23,4,2023-02-28,2023-08-22,Closed Won,100,24528,0.09
OPP-00233,11,66,11,2023-01-13,2023-05-12,Qualification,10,8755,0.03
OPP-00234,12,8,16,2024-10-26,2025-02-10,Proposal,10,4934,0.18
OPP-00235,7,97,12,2024-04-01,2024-09-14,Proposal,10,48915,0.1
OPP-00236,15,32,6,2023-12-26,2024-02-29,Negotiation,90,15896,0.09
OPP-00237,11,27,3,2024-05-26,2024-07-25,Closed Won,100,4166,0.01
OPP-00238,1,8,18,2024-08-26,2024-11-24,Qualification,50,4255,0.05
OPP-00239,13,14,5,2023-06-08,2023-07-29,Closed Won,100,8085,0.15
OPP-00240,13,61,19,2024-02-26,2024-08-13,Proposal,10,26028,0.05
OPP-00241,13,94,1,2024-06-18,2024-07-23,Prospecting,25,24744,0.05
OPP-00242,2,45,1,2023-02-01,2023-03-22,Negotiation,90,41240,0.19
OPP-00243,6,78,4,2023-05-06,2023-10-08,Prospecting,50,24528,0.1
OPP-00244,13,57,12,2023-10-19,2023-11-19,Qualification,10,9783,0.19
OPP-00245,10,33,10,2024-03-16,2024-03-29,Negotiation,90,29680,0.17
OPP-00246,12,5,4,2024-08-06,2024-11-19,Proposal,50,16352,0.14
OPP-00247,11,6,9,2024-04-29,2024-05-17,Closed Won,100,55293,0.07
OPP-00248,6,97,19,2024-01-13,2024-03-30,Proposal,90,17352,0.11
OPP-00249,7,66,9,2024-05-29,2024-07-07,Qualification,90,78990,0.15
OPP-00250,13,1,17,2024-02-14,2024-06-10,Closed Won,100,8913,0.03
OPP-00251,8,16,2,2023-01-15,2023-02-05,Qualification,25,86994,0.01
OPP-00252,3,42,15,2023-05-15,2023-08-14,Qualification,25,66339,0.19
OPP-00253,10,8,5,2023-10-16,2024-02-29,Proposal,75,13475,0.1
OPP-00254,4,25,8,2024-09-26,2024-11-15,Prospecting,75,48167,0.19
OPP-00255,12,81,12,2024-06-07,2024-08-28,Negotiation,25,48915,0.08
OPP-00256,14,50,7,2023-02-24,2023-06-25,Qualification,50,49328,0.01
OPP-00257,2,44,8,2023-09-04,2023-12-17,Proposal,25,6881,0.01
OPP-00258,13,43,6,2023-08-23,2024-01-04,Prospecting,75,71532,0.08
OPP-00259,11,57,4,2023-12-17,2023-12-31,Closed Lost,0,65408,0.05
OPP-00260,7,65,3,2023-02-14,2023-08-09,Prospecting,50,16664,0.03
OPP-00261,7,52,9,2023-01-06,2023-06-19,Negotiation,50,23697,0.17
OPP-00262,15,34,2,2023-03-23,2023-04-11,Closed Won,100,57996,0.03
OPP-00263,6,17,18,2023-03-08,2023-04-15,Qualification,50,2553,0.13
OPP-00264,2,90,2,2023-02-28,2023-07-08,Negotiation,25,86994,0.09
OPP-00265,14,85,11,2023-09-04,2024-01-28,Prospecting,90,87550,0.0
OPP-00266,6,78,1,2023-07-26,2023-11-06,Proposal,50,8248,0.05
OPP-00267,7,92,18,2023-04-30,2023-09-21,Qualification,50,1702,0.08
OPP-00268,8,75,2,2023-08-10,2023-12-31,Prospecting,75,19332,0.0
OPP-00269,11,96,9,2024-03-17,2024-08-18,Closed Won,100,47394,0.14
OPP-00270,12,41,7,2023-06-19,2023-08-17,Qualification,50,55494,0.1
OPP-00271,15,24,2,2024-10-06,2025-02-27,Proposal,75,86994,0.01
OPP-00272,12,59,17,2023-10-20,2023-12-21,Closed Lost,0,17826,0.1
OPP-00273,11,72,20,2024-01-20,2024-06-24,Closed Won,100,17265,0.07
OPP-00274,12,79,13,2024-08-28,2025-01-27,Closed Won,100,28359,0.13
OPP-00275,11,27,13,2024-03-02,2024-07-18,Proposal,10,22057,0.03
OPP-00276,9,50,18,2024-03-12,2024-07-05,Negotiation,75,7659,0.08
OPP-00277,8,26,6,2024-06-09,2024-11-21,Prospecting,75,47688,0.13
OPP-00278,12,24,15,2024-10-17,2025-03-16,Closed Won,100,47385,0.0
OPP-00279,14,100,2,2024-10-02,2025-01-03,Closed Won,100,77328,0.04
OPP-00280,5,87,20,2024-08-22,2024-11-05,Proposal,75,28775,0.15
OPP-00281,6,52,20,2023-07-28,2023-09-10,Negotiation,50,5755,0.13
OPP-00282,4,25,3,2023-07-28,2024-01-06,Proposal,10,8332,0.07
OPP-00283,3,54,6,2023-11-28,2023-12-10,Negotiation,25,79480,0.02
OPP-00284,12,27,7,2023-05-23,2023-10-23,Proposal,10,30830,0.15
OPP-00285,8,44,3,2023-06-26,2023-12-18,Proposal,10,41660,0.03
OPP-00286,12,46,1,2023-09-06,2023-12-27,Closed Won,100,8248,0.2
OPP-00287,10,7,9,2023-01-01,2023-02-27,Qualification,90,63192,0.07
OPP-00288,2,24,16,2023-05-20,2023-10-25,Prospecting,50,29604,0.06
OPP-00289,2,61,3,2024-09-24,2024-11-13,Proposal,75,41660,0.05
OPP-00290,10,64,13,2023-04-26,2023-08-28,Closed Won,100,12604,0.18
OPP-00291,13,7,12,2023-06-27,2023-09-11,Closed Won,100,39132,0.1
OPP-00292,11,6,1,2024-09-10,2024-12-22,Prospecting,50,49488,0.0
OPP-00293,8,24,14,2024-05-23,2024-11-03,Qualification,50,36372,0.04
OPP-00294,15,63,5,2024-03-16,2024-06-10,Closed Lost,0,13475,0.09
OPP-00295,15,55,6,2023-10-03,2023-12-08,Closed Won,100,31792,0.13
OPP-00296,7,15,9,2024-05-14,2024-08-19,Negotiation,90,31596,0.0
OPP-00297,14,66,8,2023-08-02,2023-11-26,Prospecting,75,55048,0.2
OPP-00298,6,75,14,2024-06-07,2024-11-22,Negotiation,90,12124,0.07
OPP-00299,8,62,9,2023-06-16,2023-11-02,Prospecting,25,23697,0.0
OPP-00300,14,15,10,2024-04-07,2024-08-23,Negotiation,50,44520,0.06
OPP-00301,15,18,10,2023-06-12,2023-10-11,Proposal,10,7420,0.07
OPP-00302,12,71,9,2024-03-21,2024-06-22,Closed Lost,0,63192,0.11
OPP-00303,12,54,7,2023-10-31,2024-03-03,Proposal,10,36996,0.13
OPP-00304,3,86,18,2024-02-24,2024-08-22,Qualification,10,1702,0.03
OPP-00305,14,85,3,2024-09-15,2025-02-03,Proposal,50,16664,0.06
OPP-00306,9,61,16,2024-10-21,2024-11-10,Prospecting,75,39472,0.01
OPP-00307,8,54,19,2023-03-13,2023-05-17,Prospecting,90,52056,0.1
OPP-00308,9,79,2,2023-06-26,2023-12-04,Proposal,75,67662,0.11
OPP-00309,14,94,14,2023-08-04,2023-11-16,Closed Won,100,36372,0.18
OPP-00310,4,89,15,2024-06-28,2024-12-09,Proposal,10,37908,0.11
OPP-00311,10,68,7,2023-11-14,2023-12-21,Closed Lost,0,24664,0.19
OPP-00312,9,90,1,2023-08-27,2023-12-18,Prospecting,50,41240,0.07
OPP-00313,3,53,15,2024-01-11,2024-05-06,Proposal,90,66339,0.19
OPP-00314,2,24,20,2024-08-26,2024-12-16,Prospecting,50,17265,0.16
OPP-00315,6,14,8,2024-06-03,2024-09-14,Qualification,90,34405,0.08
OPP-00316,14,63,10,2023-03-30,2023-08-27,Prospecting,90,44520,0.1
OPP-00317,11,17,16,2023-01-30,2023-04-29,Qualification,90,29604,0.03
OPP-00318,8,37,13,2023-10-13,2024-04-05,Closed Lost,0,22057,0.1
OPP-00319,13,29,19,2024-01-28,2024-06-26,Qualification,90,17352,0.1
OPP-00320,8,23,17,2023-11-26,2024-01-19,Proposal,75,20797,0.1
OPP-00321,14,41,1,2023-12-04,2024-01-04,Negotiation,75,41240,0.0
OPP-00322,15,11,10,2024-08-04,2024-09-13,Prospecting,10,22260,0.09
OPP-00323,2,60,4,2023-02-23,2023-04-22,Negotiation,50,57232,0.15
OPP-00324,14,17,2,2024-01-05,2024-05-11,Closed Won,100,57996,0.16
OPP-00325,11,58,19,2024-02-23,2024-07-03,Negotiation,75,34704,0.1
OPP-00326,12,44,9,2023-05-20,2023-06-22,Negotiation,25,39495,0.09
OPP-00327,12,66,20,2024-08-02,2024-12-29,Prospecting,25,11510,0.15
OPP-00328,13,73,14,2023-06-17,2023-07-05,Qualification,50,54558,0.02
OPP-00329,11,82,19,2023-11-26,2024-04-22,Qualification,10,69408,0.17
OPP-00330,1,87,3,2023-04-04,2023-08-11,Proposal,10,16664,0.02
OPP-00331,4,23,19,2023-08-04,2023-09-01,Negotiation,25,34704,0.18
OPP-00332,9,80,19,2024-11-16,2025-02-02,Closed Won,100,78084,0.08
OPP-00333,2,40,2,2023-03-16,2023-06-09,Prospecting,90,38664,0.08
OPP-00334,10,96,10,2023-08-01,2024-01-16,Proposal,90,74200,0.11
OPP-00335,12,20,5,2023-10-05,2024-02-10,Prospecting,25,16170,0.2
OPP-00336,3,27,7,2024-03-11,2024-04-04,Closed Won,100,18498,0.11
